Shaft(2000 film)	107200000.0	2000-06-16	https://en.wikipedia.org/wiki/Shaft_(2000_film)
American Psycho(film)	34300000.0	2000-01-21	https://en.wikipedia.org/wiki/American_Psycho_(film)
Blade Runner 2049	259200000.0	2017-10-03	https://en.wikipedia.org/wiki/Blade_Runner_2049
Suicide Squad(film)	746800000.0	2016-08-01	https://en.wikipedia.org/wiki/Suicide_Squad_(film)
Collateral Beauty	88500000.0	2016-12-13	https://en.wikipedia.org/wiki/Collateral_Beauty
Concussion(2015 film)	48600000.0	2015-11-10	https://en.wikipedia.org/wiki/Concussion_(2015_film)
Winter's Tale(film)	31100000.0	2014-02-13	https://en.wikipedia.org/wiki/Winter%27s_Tale_(film)
After Earth	243800000.0	2013-05-01	https://en.wikipedia.org/wiki/After_Earth
Men in Black 3	624000000.0	2012-05-14	https://en.wikipedia.org/wiki/Men_in_Black_3
Hancock(film)	624400000.0	2008-06-16	https://en.wikipedia.org/wiki/Hancock_(film)
I Am Legend(film)	585300000.0	2007-12-14	https://en.wikipedia.org/wiki/I_Am_Legend_(film)
The Pursuit of Happyness	307100000.0	2006-12-15	https://en.wikipedia.org/wiki/The_Pursuit_of_Happyness
Hitch(film)	368100000.0	2005-02-11	https://en.wikipedia.org/wiki/Hitch_(film)
Shark Tale	367300000.0	2004-09-10	https://en.wikipedia.org/wiki/Shark_Tale
I, Robot(film)	347200000.0	2004-07-07	https://en.wikipedia.org/wiki/I,_Robot_(film)
Bad Boys II	273300000.0	2003-07-18	https://en.wikipedia.org/wiki/Bad_Boys_II
Men in Black II	441800000.0	2002-07-03	https://en.wikipedia.org/wiki/Men_in_Black_II
Ali(film)	87700000.0	2001-12-25	https://en.wikipedia.org/wiki/Ali_(film)
The Legend of Bagger Vance	39500000.0	2000-11-03	https://en.wikipedia.org/wiki/The_Legend_of_Bagger_Vance
Wild Wild West	222100000.0	1999-06-30	https://en.wikipedia.org/wiki/Wild_Wild_West
Enemy of the State(film)	250600000.0	1998-11-20	https://en.wikipedia.org/wiki/Enemy_of_the_State_(film)
Men in Black(1997 film)	589400000.0	1997-07-02	https://en.wikipedia.org/wiki/Men_in_Black_(1997_film)
Independence Day(1996 film)	817400000.0	1996-07-02	https://en.wikipedia.org/wiki/Independence_Day_(1996_film)
Bad Boys(1995 film)	141400000.0	1995-04-07	https://en.wikipedia.org/wiki/Bad_Boys_(1995_film)
Six Degrees of Separation(film)	6400000.0	1993-12-08	https://en.wikipedia.org/wiki/Six_Degrees_of_Separation_(film)
Made in America(1993 film)	104942695	1993-05-28	https://en.wikipedia.org/wiki/Made_in_America_(1993_film)
Where the Day Takes You	390152	1992-09-11	https://en.wikipedia.org/wiki/Where_the_Day_Takes_You
Certain Women(film)	1500000.0	2016-01-24	https://en.wikipedia.org/wiki/Certain_Women_(film)
Redwood Highway(film)	131698	2013-04-05	https://en.wikipedia.org/wiki/Redwood_Highway_(film)
Night Moves(2013 film)	788160	2013-08-31	https://en.wikipedia.org/wiki/Night_Moves_(2013_film)
Sherman's Way	13282	2008	https://en.wikipedia.org/wiki/Sherman%27s_Way
Vantage Point(film)	151200000.0	2008-02-13	https://en.wikipedia.org/wiki/Vantage_Point_(film)
Zodiac(film)	84800000.0	2007-03-02	https://en.wikipedia.org/wiki/Zodiac_(film)
The Last Winter(2006 film)	97522	2006-09-11	https://en.wikipedia.org/wiki/The_Last_Winter_(2006_film)
Trust the Man	7353118	2005-09-12	https://en.wikipedia.org/wiki/Trust_the_Man
November(2004 film)	192186	2004-01-18	https://en.wikipedia.org/wiki/November_(2004_film)
Lovely and Amazing	4695781	2001-08-31	https://en.wikipedia.org/wiki/Lovely_%26_Amazing
Psycho(1998 film)	37100000.0	1998-12-04	https://en.wikipedia.org/wiki/Psycho_(1998_film)
The Myth of Fingerprints	458815	1997-09-17	https://en.wikipedia.org/wiki/The_Myth_of_Fingerprints
Panther(film)	6834525	1995-05-03	https://en.wikipedia.org/wiki/Panther_(film)
Destiny Turns on the Radio	1176982	1995-04-28	https://en.wikipedia.org/wiki/Destiny_Turns_on_the_Radio
